id,fa,year,title,global_cites,in_corpus_cites,pagerank,venue
https://openalex.org/W2078219592,Aalst,2006,Activity Theory as a Framework for Analysing Knowledge Building,28,7,0.00032,Learning Environments Research
https://openalex.org/W2046201394,Kandalaft,2012,Virtual Reality Social Cognition Training for Young Adults with High-Functioning Autism,682,0,0.00018,Journal of Autism and Developmental Disorders
https://openalex.org/W98269713,Lesser,2000,"Communities of Practice, Social Capital and Organizational Knowledge",235,0,0.00018,Elsevier eBooks
https://openalex.org/W2238272118,Scardamalia,2011,New Assessments and Environments for Knowledge Building,181,18,0.00058,
https://openalex.org/W2908304050,Hartmann,2019,Are We Speaking the Same Language? Recommendations for a Definition and Categorization Fra,2695,0,0.00018,Environmental Science & Technology
https://openalex.org/W2735561472,Ludvigsen,2017,"Frameworks for mass collaboration, adaptable scripts, complex systems theory, and collabor",4,0,0.00018,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2021178934,Floridi,2007,Understanding Epistemic Relevance,103,0,0.00018,Erkenntnis
https://openalex.org/W1994178598,Sutton,2010,"The psychology of memory, extended cognition, and socially distributed remembering",376,2,0.00027,Phenomenology and the Cognitive Sciences
https://openalex.org/W2022700045,Hoadley,2005,Using technology to transform communities of practice into knowledge-building communities,159,4,0.00034,ACM SIGGROUP Bulletin
https://openalex.org/W2004974814,Leeuwen,2013,"Teacher interventions in a synchronous, co-located CSCL setting: Analyzing focus, means, a",57,7,0.00036,Computers in Human Behavior
https://openalex.org/W4410372791,Peltoniemi,2025,Understanding the role of I-positions facilitating knowledge construction in a computer-su,3,2,0.00019,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2149588199,Layman,2006,Changing Students Perceptions: An Analysis of the Supplementary Benefits of Collaborative ,48,2,0.00034,
https://openalex.org/W1997468585,Lossman,2010,Toward pervasive knowledge building discourse: analyzing online and offline discourses of ,26,4,0.00039,Asia Pacific Education Review
https://openalex.org/W3196039724,Sánchez,2021,Homogeneous Group Formation in Collaborative Learning Scenarios: An Approach Based on Pers,37,3,0.00023,IEEE Transactions on Learning Technologies
https://openalex.org/W2097545282,Paavola,2002,Epistemological foundations for CSCL,141,9,0.00121,
https://openalex.org/W1586215365,Cartelli,2007,Socio-Technical Theory and Knowledge Construction: Towards New Pedagogical Paradigms?,34,0,0.00018,Informing Science and IT Education Conference
https://openalex.org/W4230634933,?,2015,Naomi Miyake: 1949–2015,0,0,0.00018,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2135088258,Noroozi,2010,Differences in learning processes between successful and less successful students in compu,58,5,0.00027,Computers in Human Behavior
https://openalex.org/W4398763246,Fütterer,2024,How Do Teachers Collaborate in Informal Professional Learning Activities? An Epistemic Net,4,0,0.00018,Journal of Science Education and Technology
https://openalex.org/W4249138131,?,2006,Proceedings of the 12th ACM SIGKDD international conference on Knowledge discovery and dat,664,0,0.00018,
https://openalex.org/W2800202901,Schwarz,2018,Orchestrating the emergence of conceptual learning: a case study in a geometry class,54,10,0.00039,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2033635053,Jeong,2014,An examination of CSCL methodological practices and the influence of theoretical framework,95,27,0.00069,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2981683440,Primates,2019,Establishing an infrastructure for collaboration in primate cognition research,164,0,0.00018,PLoS ONE
https://openalex.org/W3164295362,Chu,2021,The impact of an educational forum intervention on East African mothers’ HPV vaccine-relat,30,0,0.00018,Vaccine
https://openalex.org/W2762345875,Hadwin,2017,"Self-Regulation, Co-Regulation, and Shared Regulation in Collaborative Learning Environmen",529,28,0.00075,
https://openalex.org/W4389088230,Zhou,2023,Detecting non-verbal speech and gaze behaviours with multimodal data and computer vision t,37,3,0.00022,Education and Information Technologies
https://openalex.org/W1520614726,Persico,2011,"Task, Team and Time to structure online collaboration in learning environments",28,1,0.00025,
https://openalex.org/W2170174559,Knippenberg,2006,Work Group Diversity,2157,4,0.0011,Annual Review of Psychology
https://openalex.org/W2400975815,Nistor,2014,Newcomer Integration in Online Knowledge Building Communities: Automated Dialogue Analysis,5,1,0.00021,Interaction design & architecture(s)/ID&A Interaction design & architecture(s)
https://openalex.org/W2744903847,Chang,2017,An analysis of collaborative problem‐solving activities mediated by individual‐based and c,39,4,0.00025,Journal of Computer Assisted Learning
https://openalex.org/W2112574881,Voogt,2015,Collaborative design as a form of professional development,311,2,0.00021,Instructional Science
https://openalex.org/W2015205598,Τέγος,2011,MentorChat: Introducing a Configurable Conversational Agent as a Tool for Adaptive Online ,16,0,0.00018,
https://openalex.org/W2119493836,Kogut,1997,"Knowledge of the Firm: Combinative Capabilities, and the Replication of Technology",1173,0,0.00018,Elsevier eBooks
https://openalex.org/W2764622077,Law,2005,Assessing learning outcomes in CSCL settings,20,3,0.00024,The HKU Scholars Hub (University of Hong Kong)
https://openalex.org/W2904649625,Warner,2018,Building dynamic capabilities for digital transformation: An ongoing process of strategic ,2952,1,0.00019,Long Range Planning
https://openalex.org/W2115564078,Smith,2007,Situated Social Cognition,332,1,0.0002,Current Directions in Psychological Science
https://openalex.org/W4387851297,Goldstein,2023,Using Epistemic Network Analysis to Understand the Intersectional Experiences of Teachers ,1,0,0.00018,Communications in computer and information science
https://openalex.org/W2106555161,Wasson,1998,Identifying Coordination Agents for Collaborative Telelearning,28,2,0.00054,HAL (Le Centre pour la Communication Scientifique Directe)
https://openalex.org/W4390331768,An,2023,Effects of ability grouping on students’ collaborative problem solving patterns: Evidence ,29,4,0.00022,Thinking Skills and Creativity
https://openalex.org/W4282841480,Järvelä,2022,Relations Matter – CSCL Research Informing and Developing CL Competencies,8,1,0.0002,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W1803090685,Cuendet,2015,An integrated way of using a tangible user interface in a classroom,39,2,0.00027,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2148197419,Glover,2004,Collaborative annotation system environment (CASE) for online learning,21,0,0.00018,Campus-Wide Information Systems
https://openalex.org/W1972285786,Ellis,2010,"Using knowledge building to support deep learning, collaboration and innovation in enginee",6,0,0.00018,
https://openalex.org/W3137416558,Law,2021,Exploring multilayered collaboration designs,14,2,0.0002,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W3165178661,Isohätälä,2021,Social sensitivity: a manifesto for CSCL research,34,3,0.00025,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W1820991386,Stahl,2005,Group cognition in computer‐assisted collaborative learning,265,25,0.00108,Journal of Computer Assisted Learning
https://openalex.org/W2315798314,Chiang,2014,Cooperative Learning by Location-Based Augmented Reality for an Inquiry Learning Course,6,0,0.00018,
https://openalex.org/W38301944,Bereiter,2014,"Knowledge Building and Knowledge Creation: One Concept, Two Hills to Climb",192,32,0.00086,Education innovation series
https://openalex.org/W2043671162,Collazos,2007,Semantics-supported cooperative learning for enhanced awareness,19,0,0.00018,International Journal of Knowledge and Learning
https://openalex.org/W3193773445,Cohen,2021,Enriching the informing cycle of Knowledge Building Communities by investigating students’,8,3,0.00039,Interactive Learning Environments
https://openalex.org/W2066249081,Krange,2008,What does it mean? Students’ procedural and conceptual problem solving in a CSCL environme,79,9,0.00054,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2043962963,Chan,2006,Teacher Development through Computer‐supported Knowledge Building: Experience from Hong Ko,26,8,0.0004,Teaching Education
https://openalex.org/W2071241510,Lee,2010,"Profiling good Samaritans in online knowledge forums: Effects of affiliative tendency, sel",36,0,0.00018,Computers in Human Behavior
https://openalex.org/W2072955335,Kingstone,2008,Cognitive Ethology: A new approach for studying human cognition,310,0,0.00018,British Journal of Psychology
https://openalex.org/W1893346072,Bonk,2000,Applying Collaborative and e-Learning Tools to Military Distance Learning: A Research Fram,112,1,0.0002,
https://openalex.org/W2029657267,Kolbitsch,2006,Community Building around Encyclopaedic Knowledge,22,0,0.00018,Journal of Computing and Information Technology
https://openalex.org/W4294861012,Hu,2022,Implementing learning analytics in wiki-supported collaborative learning in secondary educ,20,3,0.0002,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W1879989866,Cho,2015,Effectiveness of collaborative learning with 3 <scp>D</scp> virtual worlds,52,0,0.00018,British Journal of Educational Technology
https://openalex.org/W1994849126,Stahl,2010,The CSCL field matures,14,3,0.00023,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W3090017053,Jong,2020,Knowledge in-(ter)-action : responsive learning as knowledge building,7,0,0.00018,Aeres Hogeschool eBooks
https://openalex.org/W2147954050,Janssen,2006,Visualization of participation: Does it contribute to successful computer-supported collab,345,41,0.00147,Computers & Education
https://openalex.org/W1976630434,Nikolaou,2012,The role of three dimensional virtual environments in the development of Personal Learning,5,0,0.00018,
https://openalex.org/W180095877,Lamon,2004,Social and technological innovations: ways into the knowledge society,2,0,0.00018,International Conference of Learning Sciences
https://openalex.org/W2265496277,Hong,2016,Understanding how students perceive the role of ideas for their knowledge work in a knowle,18,5,0.00027,Australasian Journal of Educational Technology
https://openalex.org/W2124468561,Pena,2005,Collaborative Student Modeling by Cognitive Maps,21,1,0.00021,
https://openalex.org/W2480855049,Dixon,1999,Exploring Cognition in Interactive Situations,48,0,0.00018,Elsevier eBooks
https://openalex.org/W2139775416,Okada,2005,The Collective Building of Knowledge in Collaborative Learning Environments,19,0,0.00018,IGI Global eBooks
https://openalex.org/W2104460664,Li,2008,Knowledge Building in an Online Environment: A Design-Based Research Study,10,0,0.00018,Journal of Educational Technology Systems
https://openalex.org/W2062198465,Çakır,2009,The joint organization of interaction within a multimodal CSCL medium,141,33,0.00115,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W1990742880,Hong,2013,Fostering a collaborative and creative climate in a college class through idea-centered kn,44,6,0.00026,Instructional Science
https://openalex.org/W2129396003,Janssen,2003,Using visualizations to support collaboration and coordination during computer-supported c,18,3,0.00023,Data Archiving and Networked Services (DANS)
https://openalex.org/W4280616056,Kielstra,2022,‘Supporting socially shared regulation during collaborative task-oriented reading’,26,7,0.00026,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2522741262,Kelley,2012,Critical Friends Groups: Building Teacher Knowledge Through Collaboration and Reflection,4,0,0.00018,
https://openalex.org/W3112725562,Rodríguez‐Triana,2020,Social practices in teacher knowledge creation and innovation adoption: a large-scale stud,52,3,0.0002,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W1485537594,Chen,2003,Supporting Collaborative Knowledge Building with Intelligent Agents,4,0,0.00018,Lecture notes in computer science
https://openalex.org/W2157753848,Santoro,2002,An infrastructure to support the development of collaborative project-based learning envir,21,2,0.00029,
https://openalex.org/W2167091796,Chen,2009,Social Network Analysis Supporting Collaborative Knowledge Building,4,0,0.00018,
https://openalex.org/W306474107,Haneda,2000,Writing in Knowledge-Building Communities,41,4,0.00032,Research in the Teaching of English
https://openalex.org/W7143761496,Kariyado,2022,異分野交流による学際的なワークショップ・デザイン科目の実践研究,0,0,0.00018,Institutional Repositories DataBase (IRDB)
https://openalex.org/W2739232478,Amarasinghe,2017,Intelligent Group Formation in Computer Supported Collaborative Learning Scripts,16,1,0.00023,
https://openalex.org/W2989942087,Ludvigsen,2019,"Reflections and looking ahead for CSCL: digital infrastructures, digital tools, and collab",45,13,0.00044,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2045586855,Stahl,2011,CSCL in Asia,4,2,0.0002,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2138047435,Gruenfeld,1993,Sociocognition in Work Groups,145,1,0.00084,Small Group Research
https://openalex.org/W1870685735,Li,2008,"Analyzing Peer Interactions in Computer-Supported Collaborative Learning: Model, Method an",14,0,0.00018,Lecture notes in computer science
https://openalex.org/W1509259897,Hron,2003,A review of web‐based collaborative learning: factors beyond technology,149,8,0.00064,Journal of Computer Assisted Learning
https://openalex.org/W2057012768,Lim,2012,Patterns of kindergarten children’s social interaction with peers in the computer area,48,1,0.0002,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2071814821,Persico,2009,Design patterns for monitoring and evaluating CSCL processes,26,2,0.00023,Computers in Human Behavior
https://openalex.org/W4367330295,Talafian,2023,Modeling Students’ Performances in Physics Assessment Tasks Using Epistemic Network Analys,2,1,0.00019,Communications in computer and information science
https://openalex.org/W2619401575,Dong,2020,Effective Collaborative Inquiry-based Learning in Undergraduate Computer Networking Curric,15,0,0.00018,
https://openalex.org/W2116336929,Dillenbourg,1995,Mediating the mechanisms which make collaborative learning sometimes effective.,55,2,0.00031,Infoscience (Ecole Polytechnique Fédérale de Lausanne)
https://openalex.org/W4293029383,Yang,2022,Fostering low‐achieving students' productive disciplinary engagement through knowledge‐bui,22,3,0.00019,British Journal of Educational Technology
https://openalex.org/W2041647219,Damşa,2014,The multi-layered nature of small-group learning: Productive interactions in object-orient,151,38,0.00083,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2114309138,Lonchamp,2009,A three-level analysis of collaborative learning in dual-interaction spaces,15,5,0.00034,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2064336958,Zaccarelli,2013,Co-located single display collaborative learning for early childhood education,32,3,0.00022,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W206130459,Kimmerle,2010,Social software and knowledge building: supporting co-evolution of individual and collecti,17,2,0.00029,International Conference of Learning Sciences
https://openalex.org/W3192676662,Stahl,2014,CSCL artifacts,50,16,0.0005,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2990238970,Malmberg,2019,"Are we together or not? The temporal interplay of monitoring, physiological arousal and ph",48,4,0.00024,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W3145695153,Bao,2021,The effects of a learning analytics dashboard on teachers’ diagnosis and intervention in c,22,1,0.00019,Technology Pedagogy and Education
https://openalex.org/W3126422427,Lower,2021,The Communities of Inquiry pedagogy in higher education,2,0,0.00018,Academia Letters
https://openalex.org/W3013513782,Rosé,2020,Experiencing CSCL: from motivation to the embodied experience and beyond,4,1,0.00019,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W1969114959,Yatham,2012,Canadian Network for Mood and Anxiety Treatments (CANMAT) and International Society for Bi,1215,0,0.00018,Bipolar Disorders
https://openalex.org/W1967503395,Mu,2012,The ACODEA framework: Developing segmentation and classification schemes for fully automat,78,14,0.00052,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2032727877,Slakmon,2014,Disengaged students and dialogic learning: the role of CSCL affordances,24,4,0.00024,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W1870902278,Puntambekar,2010,"Analyzing Interactions in CSCL: Methods, Approaches and Issues",40,10,0.00033,
https://openalex.org/W4244854391,?,2009,Proceedings of the 15th ACM SIGKDD international conference on Knowledge discovery and dat,1127,0,0.00018,
https://openalex.org/W4232572307,Weinberger,2005,Computer-supported collaborative learning in higher education,59,6,0.00029,
https://openalex.org/W2069583315,Marttunen,2009,Secondary school students’ collaboration during dyadic debates face-to-face and through co,18,0,0.00018,Computers in Human Behavior
https://openalex.org/W2890228309,Cress,2018,"Forming social systems by coupling minds at different levels of cognition: Design, tools, ",7,3,0.00023,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2171510552,Daradoumis,2004,An Integrated Approach for Analysing and Assessing the Performance of Virtual Learning Gro,46,10,0.00059,Lecture notes in computer science
https://openalex.org/W2028037562,Srba,2014,Dynamic Group Formation as an Approach to Collaborative Learning Support,88,4,0.00029,IEEE Transactions on Learning Technologies
https://openalex.org/W3195774333,Tao,2021,Exploring College English Language Learners’ Social Knowledge Construction and Socio-Emoti,23,0,0.00018,The Asia-Pacific Education Researcher
https://openalex.org/W90713757,English,2007,Modelling within mathematical online knowledge-building communities,3,0,0.00018,QUT ePrints (Queensland University of Technology)
https://openalex.org/W1965295367,Gordillo,2014,Construcción del conocimiento en Educación Superior a través del aprendizaje por proyectos,5,0,0.00018,REOP - Revista Española de Orientación y Psicopedagogía
https://openalex.org/W3006173774,Krouska,2020,Applying genetic algorithms for student grouping in collaborative learning: A synthetic li,14,0,0.00018,Intelligent Decision Technologies
https://openalex.org/W1973724878,Shay,2012,Educational development as a field: are we there yet?,83,1,0.00033,Higher Education Research & Development
https://openalex.org/W2057894535,Yeh,2011,Scaffolding collaborative technical writing with procedural facilitation and synchronous d,41,2,0.0002,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2077293694,Schoor,2012,Exploring regulatory processes during a computer-supported collaborative learning task usi,112,11,0.0004,Computers in Human Behavior
https://openalex.org/W2990817860,Matuk,2019,Real-time orchestrational technologies in computer-supported collaborative learning: an in,10,1,0.0002,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W1518139617,Lingnau,2003,Computer supported collaborative writing in an early learning classroom,56,9,0.00124,Journal of Computer Assisted Learning
https://openalex.org/W2294700329,Hamel,2016,Improving Students’ Understanding and Explanation Skills Through the Use of a Knowledge Bu,8,0,0.00018,McGill Journal of Education / Revue des sciences de l éducation de McGill
https://openalex.org/W2332323236,Järvelä,2013,Exploring Socially Shared Regulation in the Context of Collaboration,197,23,0.00076,Journal of Cognitive Education and Psychology
https://openalex.org/W1964806357,Chen,2005,Supporting teachers' intervention in collaborative knowledge building,50,4,0.00026,Journal of Network and Computer Applications
https://openalex.org/W2047160583,Muukkonen,2009,Exploring metaskills of knowledge-creating inquiry in higher education,65,7,0.00034,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W4407842494,Woollaston,2025,ARCHIE: Exploring Language Learner Behaviors in LLM Chatbot-Supported Active Reading Log D,6,0,0.00018,
https://openalex.org/W2105584468,D’Angelo,2013,Seeking a unified framework for cerebellar function and dysfunction: from circuit operatio,402,0,0.00018,Frontiers in Neural Circuits
https://openalex.org/W4206015129,Tan,2022,Epistemic Network Analysis Visualization,17,2,0.0002,Communications in computer and information science
https://openalex.org/W1990210978,Rue,1995,Cognition and depression in a cohort of aging men: Results from the Western Collaborative ,54,0,0.00018,Psychology and Aging
https://openalex.org/W200875903,Hesse,2014,A Framework for Teachable Collaborative Problem Solving Skills,460,12,0.00049,
https://openalex.org/W2055041279,Rynes,2001,Across the Great Divide: Knowledge Creation and Transfer Between Practitioners and Academi,941,0,0.00018,Academy of Management Journal
https://openalex.org/W4385686557,Chai,2023,Examining the role of metadiscourse in collaborative knowledge building community,2,1,0.00018,Library Hi Tech
https://openalex.org/W2782819934,Costa,2017,Math Discourse in a Grade 2 Knowledge Building Classroom,4,1,0.00019,TSpace (University of Toronto)
https://openalex.org/W2051448242,Stahl,2012,Traversing planes of learning,28,11,0.00038,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2066526711,Martínez‐Maldonado,2013,Capturing and analyzing verbal and physical collaborative learning interactions at an enri,83,6,0.00024,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W3147795728,Wasko,2005,Why Should I Share? Examining Social Capital and Knowledge Contribution in Electronic Netw,3873,9,0.00095,MIS Quarterly
https://openalex.org/W1984759548,Fisher,2005,Effective Group Dynamics in E-Learning: Case Study,35,0,0.00018,Journal of Educational Technology Systems
https://openalex.org/W48806151,Weinberger,2009,Computer-Supported Collaboration Scripts Perspectives from Educational Psychology and Comp,28,8,0.00035,OPUS (Augsburg University)
https://openalex.org/W1894126549,Hong,2015,Fostering sustained idea improvement with principle-based knowledge building analytic tool,35,11,0.00033,Computers & Education
https://openalex.org/W2082484572,Erkens,2008,Automatic coding of dialogue acts in collaboration protocols,102,13,0.00047,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W1534244745,Hmelo‐Silver,2006,Analyzing collaborative learning: multiple approaches to understanding processes and outco,15,1,0.00025,International Conference of Learning Sciences
https://openalex.org/W395679020,Tardy,2009,Building Genre Knowledge,491,0,0.00018,
https://openalex.org/W7136091933,Ning,2026,"The Impact of Gender, Academic Performance, and Programming Ability on Computational Think",1,0,0.00018,Journal of Computer Assisted Learning
https://openalex.org/W2276779980,Zhang,2008,Examining the growth of community knowledge in an online space,5,0,0.00018,The HKU Scholars Hub (University of Hong Kong)
https://openalex.org/W1964936238,Halatchliyski,2013,Explaining authors’ contribution to pivotal artifacts during mass collaboration in the Wik,48,6,0.00029,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2171447190,Frank,2010,"Neurogenetics and Pharmacology of Learning, Motivation, and Cognition",197,0,0.00018,Neuropsychopharmacology
https://openalex.org/W1484207124,Law,2003,Developmental Trajectory in Knowledge Building: An Investigation,52,17,0.00098,
https://openalex.org/W2085525423,Harrer,2008,Visualizing wiki-supported knowledge building,23,5,0.00035,
https://openalex.org/W7163648560,Putzeys,2026,Enhancing collaborative writing through scripted regulation: effects on regulation-related,0,0,0.00018,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W1975689398,Buraphadeja,2012,Content Analysis of Wiki Discussions for Knowledge Construction,7,0,0.00018,International Journal of Web-Based Learning and Teaching Technologies
https://openalex.org/W3116215012,Vasodavan,2020,E-Moderation Skills in Discussion Forums: Patterns of Online Interactions for Knowledge Co,13,0,0.00018,Pertanika journal of social science & humanities
https://openalex.org/W2264892192,Chai,2003,Constructing knowledge building communities in classrooms,2,0,0.00018,
https://openalex.org/W2981164997,Guzmán,2019,Analysing knowledge building strategies in personal learning environments,10,1,0.00096,Apertura
https://openalex.org/W4323074799,Zheng,2023,An automated group learning engagement analysis and feedback approach to promoting collabo,75,9,0.00028,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W1970724808,Hacker,2012,Community Capacity Building and Sustainability: Outcomes of Community-Based Participatory ,177,0,0.00018,Progress in community health partnerships
https://openalex.org/W4392445429,Fang,2024,Neural Epistemic Network Analysis: Combining Graph Neural Networks and Epistemic Network A,3,0,0.00018,
https://openalex.org/W2124948043,Ewing,2002,A framework for evaluating computer supported collaborative learning,42,3,0.0003,Discovery Research Portal (University of Dundee)
https://openalex.org/W1974594471,Coutin,2002,Fragmented Ties: Salvadoran Immigrant Networks in America,599,0,0.00018,American Ethnologist
https://openalex.org/W3178408044,Oshima,2021,Learning Analytics for a New Epistemological Perspective of Learning,11,2,0.00019,Information and Technology in Education and Learning
https://openalex.org/W2941705808,Sachs,2019,Six Transformations to achieve the Sustainable Development Goals,2202,0,0.00018,Nature Sustainability
https://openalex.org/W3093625149,Marquart,2021,Epistemic Network Analysis [R package rENA version 0.2.3],3,1,0.0002,
https://openalex.org/W2013662489,Jones,2006,"A relational, indirect, meso-level approach to CSCL design in the next decade",135,30,0.00138,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W4256461935,Kirsh,1994,On distinguishing epistemic from pragmatic action,295,0,0.00018,Cognitive Science
https://openalex.org/W1990764879,Molinari,2009,"Knowledge interdependence with the partner, accuracy of mutual knowledge model and compute",24,4,0.00026,European Journal of Psychology of Education
https://openalex.org/W2098679474,Puil,2004,Exploring Relational Regulation in Computer-Mediated (Collaborative) Learning Interaction:,19,4,0.00053,CyberPsychology & Behavior
https://openalex.org/W1607883564,Heylighen,2007,Building Stories Revisited: Unlocking the Knowledge Capital of Architectural Practice,16,0,0.00018,Architectural Engineering and Design Management
https://openalex.org/W1800224408,Sangin,2009,Peer knowledge modeling in computer supported collaborative learning,14,1,0.00029,Infoscience (Ecole Polytechnique Fédérale de Lausanne)
https://openalex.org/W2019274447,Vavoula,2007,Future technology workshop: A collaborative method for the design of new learning technolo,54,0,0.00018,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W4413130890,Seredko,2025,Accomplishing collaboration at scale: How professionals jointly frame problems on Stack Ov,1,1,0.0002,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2444324277,Scardamalia,1996,Computer support for knowledge-building communities,89,8,0.00105,
https://openalex.org/W2988120509,Starbird,2019,Disinformation as Collaborative Work,349,0,0.00018,Proceedings of the ACM on Human-Computer Interaction
https://openalex.org/W1986266572,Schoonenboom,2008,The effect of a script and a structured interface in grounding discussions,46,10,0.00038,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2046727619,Lipponen,2004,Assessing applications for collaboration: from collaboratively usable applications to coll,35,1,0.00019,British Journal of Educational Technology
https://openalex.org/W2046023325,Molenaar,2011,Scaffolding of small groups’ metacognitive activities with an avatar,67,1,0.00019,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W3038354667,Kuhn,2020,Talking about group (but not individual) process aids group performance,22,5,0.00028,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2800362861,Silvis,2018,Community technology mapping: inscribing places when “everything is on the move”,19,4,0.00028,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W1972454046,Zahn,2012,How to improve collaborative learning with video tools in the classroom? Social vs. cognit,55,5,0.00033,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2176924016,Järvelä,2015,Recognizing socially shared regulation by using the temporal sequences of online chat and ,157,16,0.00044,Learning and Instruction
https://openalex.org/W3045579626,Ouyang,2020,Building disciplinary knowledge through multimodal presentation,2,0,0.00018,Babel Revue internationale de la traduction / International Journal of Translation / Revista Internacional de Traducción
https://openalex.org/W2018781910,Sorensen,1999,Intellectual amplification through reflection and didactic change in distributed collabora,14,0,0.00018,
https://openalex.org/W4381956221,Lyu,2023,How Peers Communicate Without Words-An Exploratory Study of Hand Movements in Collaborativ,3,0,0.00018,Lecture notes in computer science
https://openalex.org/W4367359330,Wu,2023,Understanding Detectors for SMART Model Cognitive Operation in Mathematical Problem-Solvin,3,0,0.00018,Communications in computer and information science
https://openalex.org/W2054288944,Smith,1999,Piecing it together: student teachers building their repertoires in primary science,17,0,0.00018,Teaching and Teacher Education
https://openalex.org/W1989578559,Barnier,2007,A conceptual and empirical framework for the social distribution of cognition: The case of,222,2,0.00048,Cognitive Systems Research
https://openalex.org/W3125024480,Choudhury,2021,Social learning for building community resilience to cyclones: role of indigenous and loca,78,0,0.00018,Ecology and Society
https://openalex.org/W2049826785,J.W.,2005,Functional versus spontaneous roles during CSCL,16,4,0.00028,TU/e Research Portal
https://openalex.org/W2130668692,Gilbert,2002,Collaborative knowledge building: A case study,125,12,0.00077,Educational Technology Research and Development
https://openalex.org/W4220938271,Schnaubert,2022,Group awareness and regulation in computer-supported collaborative learning,44,10,0.00032,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2797974800,Mylopoulos,2001,"Conceptual models for knowledge management, an empirical study using Knowledge Forum",1,0,0.00018,TSpace (University of Toronto)
https://openalex.org/W2119887193,Kasonde,2012,Creating a Knowledge Translation Platform: nine lessons from the Zambia Forum for Health R,66,0,0.00018,Health Research Policy and Systems
https://openalex.org/W4403491801,Elizondo,2024,Students’ use of technological tools to engage in collective mathematical proof activity,3,1,0.00019,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W1712027189,Fischer,2000,Kooperatives Lernen mit Videokonferenzen: Gemeinsame Wissenskonstruktion und individueller,36,1,0.0007,Kognitionswissenschaft
https://openalex.org/W2042394398,Tee,2013,Advancing understanding using Nonaka’s model of knowledge creation and problem-based learn,15,2,0.00021,International Journal of Computer-Supported Collaborative Learning
https://openalex.org/W2947609478,Veissière,2019,Thinking through other minds: A variational approach to cognition and culture,360,2,0.00021,Behavioral and Brain Sciences
https://openalex.org/W4313897931,Araujo,2023,"Automated coding of student chats, a trans-topic and language approach",23,0,0.00018,Computers and Education Artificial Intelligence
https://openalex.org/W2345713125,Sun,2016,Learning with collaborative inquiry: a science learning environment for secondary students,20,3,0.00023,Technology Pedagogy and Education
https://openalex.org/W2606239998,Lis,2017,"Hybrid forums, knowledge deficits and the multiple uncertainties of resource extraction: N",37,0,0.00018,Energy Research & Social Science
https://openalex.org/W1591425318,?,2010,The dragon's gift: the real story of China in Africa,1626,0,0.00018,Choice Reviews Online
https://openalex.org/W2110585816,Järvelä,2001,Creating computer supported collaborative learning in Finnish schools: research perspectiv,31,1,0.00036,International Journal of Continuing Engineering Education and Life-Long Learning
